id,beta,debt_ratio,liquidity_ratio,base_reserves_begin,market_price_begin,user_a_position,liquidate_price,user_b_position,market_price_after_b,profit_loss,profit_percent
412,0.8,10098,0.04,"(36649871750740971435566, 3053950989251, 1645126879)",83.32774013565972,"(-145293043603770753635, 13382000000, 161463043603770755683)",91.47218303590348,"(22002732911415925059709, -175116000000, 2002732911415925059709)",92.38190606064154,-1.164424380308927,-0.27821831321314566
413,0.8,10099,0.06,"(36649871750740971435566, 3053950989251, 1645126939)",83.32774013565972,"(-218378708124272618852, 20073000000, 242728708124272618852)",91.00112668977364,"(21993999013447343806355, -173520000000, 1993999013447343806355)",91.90620415741971,-1.5179903337887484,-0.3522615714837648
414,0.8,10098,0.08,"(36649871750740971435566, 3053950989251, 1645126999)",83.32774013565972,"(-291773616102966811686, 26764000000, 324353616102966811686)",90.50843739322586,"(21980743179712097379831, -171520000000, 1980743179712097379831)",91.40865067801857,-1.6749674082834667,-0.37847569069026626
415,0.8,10098,0.1,"(36649871750740971435566, 3053950989251, 1645127060)",83.32774013565972,"(-365480154927210230756, 33455000000, 406340154927210230756)",90.01522638452364,"(21966969428350929902251, -169487000000, 1966969428350929902251)",90.91056871099744,-1.637225596985187,-0.36039630667871564
416,0.8,10098,0.12,"(36649871750740971435566, 3053950989251, 1645127060)",83.32774013565972,"(-439480733185477777237, 40146000000, 488690733185477777237)",89.52646292580472,"(21953642329342392092847, -167509000000, 1953642329342392092847)",90.41697338729142,-1.403808452808991,-0.30098068398287875
417,0.8,10105,0.14,"(36649871750740971435566, 3053950989251, 1645127120)",83.32774013565972,"(-513787780903230835915, 46837000000, 571407780903230835915)",89.03893501015577,"(21940147818663318033489, -165530000000, 1940147818663318033489)",89.92466610938385,-1.3124068159566251,-0.2742935655841215
418,0.85,10099,0.01,"(36649871750740971435566, 3053950989251, 1645127241)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.22233331412572,"(22023381468153925751273, -178232000000, 2023381468153925751273)",93.13942155870532,-0.18398418824378335,-0.04585292778064968
419,0.85,10099,0.02,"(36649871750740971435566, 3053950989251, 1645127300)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",91.97071887854842,"(22016309442624747243968, -177172000000, 2016309442624747243968)",92.885324714635,-0.6076860054688845,-0.14930778960188343
420,0.85,10099,0.04,"(36649871750740971435566, 3053950989251, 1645127360)",83.32774013565972,"(-145283043603770755683, 13382000000, 161463043603770755683)",91.45879739039044,"(22000191343075450770782, -174881000000, 2000191343075450770782)",92.36841052785807,-1.104285330596569,-0.2641351511149915
421,0.85,10099,0.06,"(36649871750740971435566, 3053950989251, 1645127420)",83.32774013565972,"(-218368708124272618852, 20073000000, 242728708124272618852)",90.94808691793057,"(21983832260580574344500, -172585000000, 1983832260580574344500)",91.85265349490497,-1.3757420417782609,-0.32060302897514065
422,0.85,10095,0.08,"(36649871750740971435566, 3053950989251, 1645127480)",83.32774013565972,"(-291753616102966811686, 26764000000, 324353616102966811686)",90.43858952652745,"(21967240001862723732480, -170285000000, 1967240001862723732480)",91.33811311983321,-1.3266822873118742,-0.3013007382274014
423,0.85,10098,0.1,"(36649871750740971435566, 3053950989251, 1645127495)",83.32774013565972,"(-365430154927210230756, 33455000000, 406340154927210230756)",89.93279021671779,"(21950906557519649691678, -168026000000, 1950906557519649691678)",90.82735380392195,-1.2394734639512208,-0.2744012652170962
424,0.85,10098,0.12,"(36649871750740971435566, 3053950989251, 1645127555)",83.32774013565972,"(-439410733185477777237, 40146000000, 488690733185477777237)",89.42735613852524,"(21934173582992553027512, -165748000000, 1934173582992553027512)",90.31694878153824,-0.8297969516473132,-0.17902759690867281
425,0.85,10098,0.14,"(36649871750740971435566, 3053950989251, 1645127615)",83.32774013565972,"(-513697780903230835915, 46837000000, 571407780903230835915)",88.92265454646702,"(21917113120868213789050, -163458000000, 1917113120868213789050)",89.80730354486539,-0.1911903125683917,-0.04018269207414965
426,0.9,10099,0.01,"(36649871750740971435566, 3053950989251, 1645127705)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.21273189624802,"(22021579331236984703810, -178064000000, 2021579331236984703810)",93.12973409595124,-0.2716347577074879,-0.06775638231352127
427,0.9,10099,0.02,"(36649871750740971435566, 3053950989251, 1645127765)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",91.95153990147364,"(22012695121462050451145, -176836000000, 2012695121462050451145)",92.86597675099542,-0.5922263687343168,-0.14575219617239796
428,0.9,10099,0.04,"(36649871750740971435566, 3053950989251, 1645127810)",83.32774013565972,"(-145273043603770753635, 13382000000, 161463043603770755683)",91.41758900025442,"(21992347995052340076458, -174156000000, 1992347995052340076458)",92.32678158562415,-1.0398846186077206,-0.2495949431899556
429,0.9,10098,0.06,"(36649871750740971435566, 3053950989251, 1645127870)",83.32774013565972,"(-218348708124272618852, 20073000000, 242728708124272618852)",90.8992492718989,"(21974464908779223216926, -171724000000, 1974464908779223216926)",91.80335486850194,-1.0340645965504038,-0.24185092439232178
430,0.9,10098,0.08,"(36649871750740971435566, 3053950989251, 1645127900)",83.32774013565972,"(-291723616102966807590, 26764000000, 324353616102966811686)",90.37189042434706,"(21954339387238353277566, -169106000000, 1954339387238353277566)",91.27079942842802,-1.1672130366310685,-0.2664617803415151
431,0.9,10099,0.01,"(36653521287167017498564, 3054255096874, 1645148648)",83.32774013566177,"(-36206933461194450078, 3345000000, 40226933461194449566)",92.21276029459224,"(40536934636618046965366, -178082000000, 2021783089544112994129)",93.12976881080054,-0.2716290006352224,-0.06774824159392864
432,0.9,10099,0.02,"(36649871750740971435566, 3053950989251, 1645148708)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",91.95153990147364,"(22012695121462050451145, -176836000000, 2012695121462050451145)",92.86597675099542,-0.5922263687343168,-0.14575219617239796
433,0.9,10099,0.04,"(36649871750740971435566, 3053950989251, 1645148768)",83.32774013565972,"(-145273043603770753635, 13382000000, 161463043603770755683)",91.42686506736817,"(21994111704027700761048, -174319000000, 1994111704027700761048)",92.33614010260017,-1.0412721122632131,-0.24972978843300206
434,0.9,10098,0.06,"(36649871750740971435566, 3053950989251, 1645148828)",83.32774013565972,"(-218348708124272618852, 20073000000, 242728708124272618852)",90.8992492718989,"(21974464908779223216926, -171724000000, 1974464908779223216926)",91.80335486850194,-1.233388477080063,-0.2885499880628634
435,0.9,10098,0.08,"(36649871750740971435566, 3053950989251, 1645148873)",83.32774013565972,"(-291723616102966807590, 26764000000, 324353616102966811686)",90.37189042434706,"(21954339387238353277566, -169106000000, 1954339387238353277566)",91.27079942842802,-1.1672130366310685,-0.2664617803415151
436,0.9,10098,0.1,"(36649871750740971435566, 3053950989251, 1645148933)",83.32774013565972,"(-365380154927210230756, 33455000000, 406340154927210230756)",89.85039436071219,"(21934828973689876770820, -166565000000, 1934828973689876770820)",90.74417699962365,-0.8416041654335576,-0.1873920774224279
437,0.9,10098,0.12,"(36649871750740971435566, 3053950989251, 1645161763)",83.32774013565972,"(-439340733185477777237, 40146000000, 488690733185477777237)",89.32830767671783,"(21914683279570686977241, -163987000000, 1914683279570686977241)",90.21697953296514,0.06108073259031125,0.013250484814849563
438,0.9,10098,0.14,"(36649871750740971435566, 3053950989251, 1645161943)",83.32774013565972,"(-513607780903230835915, 46837000000, 571407780903230835915)",88.80645420372527,"(21894037186241022138956, -161385000000, 1894037186241022138956)",89.68996102984214,0.5874071138595551,0.12427991424132842
439,0.95,10099,0.01,"(36649871750740971435566, 3053950989251, 1645149218)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.20313097820595,"(22019777006943414602063, -177896000000, 2019777006943414602063)",93.12004713702139,-0.2678733892378022,-0.06687485908328415
440,0.95,10099,0.02,"(36649871750740971435566, 3053950989251, 1645149278)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",91.9323629243371,"(22009080047598204269236, -176500000000, 2009080047598204269236)",92.84663080265052,-0.5767644718435769,-0.1421842329052471
441,0.95,10099,0.04,"(36649871750740971435566, 3053950989251, 1645149338)",83.32774013565972,"(-145273043603770753635, 13382000000, 161463043603770755683)",91.38862274091306,"(21986839311739798852528, -173647000000, 1986839311739798852528)",92.2975608033294,-0.9785035072376648,-0.23543288982451088
442,0.95,10098,0.06,"(36649871750740971435566, 3053950989251, 1645149338)",83.32774013565972,"(-218338708124272618852, 20073000000, 242728708124272618852)",90.81855714237744,"(21958972186002625065009, -170301000000, 1958972186002625065009)",91.72190658878947,-1.0845342288431166,-0.2554046871454061
443,0.95,10098,0.08,"(36649871750740971435566, 3053950989251, 1645149398)",83.32774013565972,"(-291693616102966815782, 26764000000, 324353616102966811686)",90.30521737066591,"(21941429260957434364201, -167927000000, 1941429260957434364201)",91.20351055033629,-0.9132798227430386,-0.2095459145084332
444,0.95,10103,0.1,"(36649871750740971435566, 3053950989251, 1645149458)",83.32774013565972,"(-365340154927210230756, 33455000000, 406340154927210230756)",89.76555713685697,"(21918251785895934306378, -165060000000, 1918251785895934306378)",90.65853505418708,-0.6165630172024075,-0.13816211446758478
445,0.95,10098,0.12,"(36649871750740971435566, 3053950989251, 1645149518)",83.32774013565972,"(-439280733185477777237, 40146000000, 488690733185477777237)",89.22726184399987,"(21894761191042691954136, -162189000000, 1894761191042691954136)",90.1149669656173,0.31666573256114444,0.06920257502540418
446,0.95,10098,0.14,"(36649871750740971435566, 3053950989251, 1645149578)",83.32774013565972,"(-513507780903230835915, 46837000000, 571407780903230835915)",88.69208541968604,"(21871287974370759385968, -159344000000, 1871287974370759385968)",89.57450482331119,1.3632594758227512,0.29033283403510596
447,1,10099,0.01,"(36649871750740971435566, 3053950989251, 1645149698)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.1935305599996,"(22017974495243990286038, -177728000000, 2017974495243990286038)",93.11036068191576,-0.2641116601360053,-0.0659917568859778
448,1,10099,0.02,"(36649871750740971435566, 3053950989251, 1645149758)",83.32774013565972,"(-72484256122461290678, 6691000000, 80554256122461290678)",91.92589482163609,"(22007864094650295743636, -176387000000, 2007864094650295743636)",92.84012502882544,-0.5641294958098266,-0.13914720288373472
449,1,10076,0.04,"(36649871750740971435566, 3053950989251, 1645149788)",83.32774013565972,"(-145263043603770755683, 13382000000, 161463043603770755683)",91.35670332387,"(21980755007623070361197, -173085000000, 1980755007623070361197)",92.26530275778323,-0.5761069096507468,-0.13894255234860423
450,1,10098,0.06,"(36649871750740971435566, 3053950989251, 1645149848)",83.32774013565972,"(-218318708124272618852, 20073000000, 242728708124272618852)",90.7974314997975,"(21954908923867490764456, -169928000000, 1954908923867490764456)",91.70056315946594,-0.5587345293637365,-0.13171864765053515
451,1,10098,0.08,"(36649871750740971435566, 3053950989251, 1645149908)",83.32774013565972,"(-291663616102966815782, 26764000000, 324353616102966811686)",90.2385703642563,"(21928509612496634069040, -166748000000, 1928509612496634069040)",91.13624648555802,-0.6592818671407737,-0.1520374064083144
452,1,10098,0.1,"(36649871750740971435566, 3053950989251, 1645149968)",83.32774013565972,"(-365290154927210230756, 33455000000, 406340154927210230756)",89.68324252532521,"(21902144270723878642254, -163599000000, 1902144270723878642254)",90.57543560296006,-0.04552438826657213,-0.01025693885233277
453,1,10098,0.12,"(36649871750740971435566, 3053950989251, 1645150028)",83.32774013565972,"(-439210733185477777237, 40146000000, 488690733185477777237)",89.12833066882038,"(21875227211101712117390, -160428000000, 1875227211101712117390)",90.01510959450238,0.88553255513862,0.1947666991918515
454,,,,,83.32774013567021,"(-514427638309797145474, 46846000000, 571517638309797145474)",89.67456660032838,"(22065674148789806599823, -176867000000, 2065674148789806599823)",90.56629119979408,-5.63048100386567,-1.1362410533511775
467,0.55,10099,0.01,"(36649871750740971435566, 3053950989251, 1645161403)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.27995231794117,"(22034201076138887095004, -179241000000, 2034201076138887095004)",93.1976145985095,-0.20449347079701952,-0.05070642359639182
468,0.55,10098,0.12,"(36649871750740971435566, 3053950989251, 1645161523)",83.32774013565972,"(-439800733185477777237, 40146000000, 488690733185477777237)",89.97435952585744,"(22041244246950458229380, -175457000000, 2041244246950458229380)",90.86910765424307,-4.244232057842022,-0.8857149469067533
469,0.9,10098,0.12,"(36649871750740971435566, 3053950989251, 1645161763)",83.32774013565972,"(-439340733185477777237, 40146000000, 488690733185477777237)",89.32830767671783,"(21914683279570686977241, -163987000000, 1914683279570686977241)",90.21697953296514,0.06108073259031125,0.013250484814849563
470,0.9,10098,0.14,"(36649871750740971435566, 3053950989251, 1645161943)",83.32774013565972,"(-513607780903230835915, 46837000000, 571407780903230835915)",88.80645420372527,"(21894037186241022138956, -161385000000, 1894037186241022138956)",89.68996102984214,0.5874071138595551,0.12427991424132842
